"customer_id","region","customer_segment","discount_sensitivity","frequency","recency_days","tenure_days","monetary","avg_spend","churn_flag","clv_proxy"
C01537,North,High Activity,Low,7,81,562,7894.77,1127.82,0,4935.31
C01538,South,Power User,High,13,302,198,14059.68,1081.51,0,3096.56
C01539,North,High Activity,Low,8,53,862,8860.93,1107.62,0,8496.27
C01540,Central,Mid Activity,Low,5,39,629,4969.95,993.99,0,3477.31
C01541,South,High Activity,Low,8,6,253,18574.01,2321.75,0,5227.17
C01542,North,Mid Activity,Low,6,18,752,15521.88,2586.98,0,12983.82
C01543,South,Power User,Low,9,1,844,15261.16,1695.68,1,14327.46
C01544,Central,Mid Activity,Low,5,109,455,5268.8,1053.76,0,2666.63
C01545,East,High Activity,Low,8,108,227,8719.1,1089.89,0,2201.6
C01546,Central,Mid Activity,Low,6,221,390,6526.72,1087.79,1,2831.4
C01547,East,Low Activity,Low,3,26,830,4139.18,1379.73,0,3821.5
C01548,South,Mid Activity,High,5,17,801,4946.71,989.34,0,4407.46
C01549,North,High Activity,Low,7,26,874,26651.37,3807.34,0,25910.24
C01550,South,High Activity,Low,7,32,719,20255.04,2893.58,0,16199.54
C01551,East,Mid Activity,Low,5,124,888,8071.1,1614.22,0,7972.34
C01553,East,Mid Activity,Low,5,34,494,2954.14,590.83,0,1623.3
C01554,East,Mid Activity,Low,6,59,742,6589.68,1098.28,0,5438.87
C01555,North,High Activity,Low,8,12,840,21893.52,2736.69,0,20456.68
C01556,North,Power User,Low,11,30,741,19454.6,1768.6,0,16035.44
C01557,South,High Activity,Low,8,15,292,15565.89,1945.74,0,5055.89
C01558,Central,Mid Activity,High,6,28,349,6405.1,1067.52,0,2486.53
C01559,East,Low Activity,Low,4,37,647,3993.43,998.36,0,2874.03
C01560,East,Mid Activity,High,5,6,857,5635.38,1127.08,0,5372.12
C01561,Central,Mid Activity,Low,5,15,193,5256.95,1051.39,0,1128.58
C01562,North,Power User,Low,9,33,894,19186.97,2131.89,0,19080.3
C01563,South,Power User,High,9,312,467,8644.62,960.51,0,4490.57
C01564,Central,Mid Activity,Low,5,222,368,8482.29,1696.46,1,3472.18
C01565,East,Mid Activity,Low,5,23,334,7062.67,1412.53,0,2623.94
C01566,Central,Power User,Low,9,296,746,13381.23,1486.8,1,11103.87
C01567,South,Mid Activity,Low,5,2,873,6409.16,1281.83,0,6223.79
C01568,North,High Activity,Low,7,124,650,5596.29,799.47,0,4046.26
C01569,South,High Activity,High,7,355,254,9950.71,1421.53,0,2811.44
C01570,Central,Low Activity,Low,2,27,456,3208.93,1604.47,0,1627.67
C01571,South,Mid Activity,High,6,6,824,20559.19,3426.53,0,18844.01
C01572,North,Low Activity,Low,4,250,522,5548.37,1387.09,0,3221.63
C01573,South,Power User,High,10,216,604,12002.96,1200.3,1,8064.31
C01574,East,Mid Activity,Low,5,4,750,5997.16,1199.43,0,5003.18
C01575,North,Power User,High,9,62,690,12200.72,1355.64,0,9364.32
C01576,North,Power User,Low,9,35,361,11864.54,1318.28,0,4764.28
C01577,North,Low Activity,Low,3,26,637,4174.72,1391.57,0,2958.05
C01578,South,High Activity,Low,7,17,243,15296.4,2185.2,1,4134.62
C01580,Central,Mid Activity,Low,5,169,372,5549.25,1109.85,0,2296.24
C01581,North,Mid Activity,Low,5,33,834,6291.81,1258.36,0,5836.89
C01582,Central,High Activity,Low,7,163,795,8703.91,1243.42,0,7697.03
C01583,South,Power User,High,14,168,585,13893.02,992.36,0,9040.52
C01584,Central,High Activity,Low,7,165,272,9360.33,1337.19,0,2832.05
C01585,East,Power User,Low,9,60,609,11723.64,1302.63,0,7941.84
C01586,North,Power User,Low,9,34,833,26966.83,2996.31,0,24987.03
C01587,South,Low Activity,Low,2,87,613,2832.27,1416.13,0,1931.23
C01588,Central,Power User,Low,9,20,583,18899.67,2099.96,1,12256.39
C01589,Central,Mid Activity,Low,5,126,613,4771.83,954.37,0,3253.78
C01590,South,Mid Activity,High,5,39,291,4815.43,963.09,0,1558.73
C01591,South,Low Activity,Low,3,2,554,5091.31,1697.1,0,3137.46
C01592,East,High Activity,Low,7,36,238,13126.41,1875.2,0,3475.06
C01594,North,Low Activity,Low,4,5,386,3818.09,954.52,0,1639.35
C01595,South,Mid Activity,High,6,248,475,11148.86,1858.14,1,5890.66
C01596,South,Power User,Low,9,276,297,8252.51,916.95,0,2726.37
C01597,Central,Power User,Low,10,297,711,10684.84,1068.48,1,8450.38
C01598,North,Low Activity,Low,4,21,401,5330.57,1332.64,0,2377.7
C01599,North,Low Activity,Low,3,140,345,4497.78,1499.26,0,1726.07
C01600,East,High Activity,Low,8,54,822,11227.39,1403.42,0,10265.73
C01601,North,High Activity,Low,7,38,335,8534.03,1219.15,0,3180.1
C01603,North,High Activity,High,7,29,269,11192.95,1598.99,0,3349.16
C01604,Central,Mid Activity,Low,5,88,273,3928.03,785.61,1,1192.83
C01605,North,High Activity,Low,7,159,192,8365.91,1195.13,0,1786.71
C01606,Central,Power User,Low,11,88,617,6231.81,566.53,0,4277.02
C01607,North,Mid Activity,Low,5,81,717,7499.86,1499.97,0,5981.53
C01608,East,Low Activity,Low,4,237,766,5693.75,1423.44,0,4851.41
C01609,North,Low Activity,Low,1,306,329,1685.82,1685.82,1,616.95
C01610,Central,Power User,Low,9,222,839,7920.06,880.01,1,7391.5
C01611,East,Low Activity,Low,4,19,187,3638.11,909.53,0,756.76
C01612,South,Mid Activity,High,5,69,208,7578.25,1515.65,0,1753.37
C01613,Central,Mid Activity,Low,6,39,475,19844.37,3307.39,1,10485.05
C01614,Central,Low Activity,Low,4,22,819,6418.39,1604.6,0,5847.24
C01615,Central,Low Activity,Low,3,125,519,4638.75,1546.25,1,2677.99
C01616,South,Power User,High,9,117,807,11391.69,1265.74,0,10225.88
C01617,East,Mid Activity,Low,5,8,618,5309.9,1061.98,0,3650.19
C01618,South,Low Activity,Low,4,2,323,5682.0,1420.5,0,2041.47
C01619,South,Power User,High,9,247,698,9607.0,1067.44,1,7459.02
C01620,South,Mid Activity,Low,6,143,224,7389.51,1231.59,0,1841.22
C01621,Central,High Activity,High,7,24,418,15759.02,2251.29,0,7327.34
C01622,North,High Activity,Low,8,70,334,10239.92,1279.99,0,3804.38
C01623,South,Power User,Low,11,273,360,17298.82,1572.62,0,6927.22
C01624,East,High Activity,Low,8,279,394,8761.32,1095.17,1,3839.8
C01625,North,Low Activity,High,4,4,267,4198.34,1049.58,0,1246.89
C01626,South,Low Activity,Low,4,39,435,4672.64,1168.16,0,2260.95
C01627,North,High Activity,High,8,322,690,6770.45,846.31,1,5196.48
C01628,Central,Low Activity,Low,4,145,252,5596.94,1399.24,0,1568.89
C01629,North,Low Activity,Low,4,297,358,4939.82,1234.96,0,1967.14
C01630,Central,Low Activity,Low,4,11,391,4757.53,1189.38,1,2069.18
C01631,South,Power User,High,9,18,413,25140.9,2793.43,0,11549.7
C01632,Central,Low Activity,High,3,36,644,2273.44,757.81,0,1628.57
C01633,South,Mid Activity,High,6,13,402,19862.95,3310.49,1,8881.98
C01634,South,Mid Activity,Low,5,38,810,5220.53,1044.11,1,4703.72
C01635,East,Low Activity,Low,3,18,443,3262.72,1087.57,1,1607.76
C01636,North,Low Activity,Low,4,30,386,5838.04,1459.51,0,2506.66
C01637,Central,Low Activity,Low,3,61,786,4150.11,1383.37,0,3628.46
C01638,North,High Activity,Low,7,5,545,23847.46,3406.78,0,14457.03
C01639,East,Low Activity,Low,4,4,455,3641.79,910.45,0,1843.18
C01640,East,High Activity,Low,7,134,559,6430.94,918.71,0,3998.79
C01641,Central,Mid Activity,Low,6,45,488,5047.44,841.24,0,2739.88
C01642,East,Mid Activity,High,5,92,810,6200.28,1240.06,0,5586.48
C01643,Central,High Activity,Low,7,258,447,7831.78,1118.83,0,3894.13
C01644,South,High Activity,High,7,59,243,6939.87,991.41,0,1875.85
C01645,North,High Activity,Low,7,162,529,8262.09,1180.3,0,4861.68
C01646,South,High Activity,High,8,15,673,13605.61,1700.7,0,10185.28
C01647,North,Power User,Low,11,16,702,30526.1,2775.1,1,23836.84
C01648,East,Power User,Low,13,19,277,24602.52,1892.5,0,7580.53
C01649,South,Mid Activity,High,6,22,250,13147.7,2191.28,0,3656.2
C01650,South,High Activity,High,8,209,543,3871.44,483.93,1,2338.37
C01651,North,Power User,High,11,41,749,7769.8,706.35,0,6473.43
C01652,Central,Low Activity,Low,3,34,455,3070.76,1023.59,0,1554.17
C01653,Central,Mid Activity,Low,5,23,229,5541.76,1108.35,1,1411.64
C01654,Central,High Activity,Low,7,1,537,15530.74,2218.68,0,9276.99
C01655,North,Mid Activity,Low,5,27,743,3756.59,751.32,0,3104.73
C01656,East,Mid Activity,Low,6,124,664,8013.91,1335.65,0,5919.05
C01657,South,Low Activity,Low,4,1,263,5549.02,1387.26,0,1623.36
C01658,Central,Low Activity,High,4,35,817,5612.34,1403.08,0,5100.41
C01659,Central,Low Activity,Low,4,1,763,6042.79,1510.7,0,5128.65
C01660,Central,High Activity,Low,7,17,475,8948.64,1278.38,0,4728.16
C01661,South,Mid Activity,High,6,9,415,17800.59,2966.77,0,8217.19
C01662,Central,Power User,Low,10,59,235,17295.48,1729.55,0,4521.07
C01664,Central,Mid Activity,Low,6,310,289,10605.52,1767.59,1,3409.34
C01665,East,High Activity,High,7,54,371,8906.11,1272.3,0,3675.38
C01666,East,Mid Activity,Low,6,31,272,10210.61,1701.77,0,3089.31
C01667,North,Power User,High,9,246,747,3967.91,440.88,0,3297.04
C01668,East,Mid Activity,Low,5,275,239,4135.89,827.18,1,1099.53
C01669,North,High Activity,Low,7,223,829,7296.66,1042.38,0,6728.51
C01670,East,Mid Activity,Low,6,10,218,13873.23,2312.21,0,3364.15
C01671,Central,High Activity,Low,8,123,719,7699.79,962.47,0,6158.1
C01672,East,Mid Activity,Low,5,38,228,6509.36,1301.87,1,1650.87
C01673,East,High Activity,Low,8,4,599,21854.79,2731.85,0,14561.76
C01674,East,Mid Activity,Low,5,19,816,6061.43,1212.29,0,5501.83
C01675,South,Mid Activity,Low,6,11,192,15536.81,2589.47,0,3318.21
C01676,Central,Mid Activity,Low,6,190,215,6354.66,1059.11,1,1519.75
C01677,North,Mid Activity,Low,6,18,280,19971.56,3328.59,0,6220.28
C01678,Central,High Activity,Low,7,37,265,12846.83,1835.26,0,3786.88
C01679,North,Mid Activity,Low,6,28,695,12075.38,2012.56,0,9335.23
C01680,South,Low Activity,Low,4,126,402,5182.25,1295.56,0,2317.31
C01681,Central,Low Activity,Low,4,27,517,2497.59,624.4,0,1436.33
C01682,East,Mid Activity,Low,6,187,345,6293.02,1048.84,0,2415.02
C01683,South,Mid Activity,High,5,28,562,7067.62,1413.52,0,4418.23
C01684,East,Mid Activity,High,6,243,555,6430.79,1071.8,1,3970.07
C01685,North,Low Activity,Low,3,37,650,1959.65,653.22,0,1416.88
C01686,East,Power User,Low,9,5,821,15611.15,1734.57,0,14256.66
C01687,East,Mid Activity,High,5,182,210,3982.32,796.46,1,930.24
C01688,Central,Low Activity,Low,2,39,554,2697.72,1348.86,0,1662.44
C01689,South,Low Activity,High,4,159,190,24703.7,1235.19,0,1044.21
C01690,South,High Activity,High,7,296,481,5120.93,731.56,1,2739.89
C01691,North,High Activity,Low,8,115,275,5668.88,708.61,0,1734.08
C01692,Central,Mid Activity,Low,6,89,369,5895.26,982.54,0,2419.74
C01693,Central,Low Activity,Low,4,156,632,4837.55,1209.39,1,3400.82
C01694,North,Mid Activity,Low,6,116,371,5990.64,998.44,0,2472.22
C01695,Central,Mid Activity,Low,5,13,665,6525.34,1305.07,1,4826.87
C01696,North,Mid Activity,High,5,170,445,6473.36,1294.67,1,3204.27
C01697,North,Low Activity,Low,3,245,603,4079.07,1359.69,0,2736.02
C01698,North,Low Activity,Low,4,224,307,3104.0,776.0,1,1059.99
C01699,East,Mid Activity,Low,5,151,417,5586.27,1117.25,0,2591.17
C01700,Central,High Activity,Low,7,7,534,17974.54,2567.79,0,10676.75
C01701,East,Power User,Low,9,16,291,17090.5,1898.94,0,5532.06
C01702,Central,Mid Activity,Low,6,12,625,12535.09,2089.18,0,8714.6
C01704,Central,Low Activity,Low,4,8,324,4183.91,1045.98,0,1507.89
C01705,Central,High Activity,Low,7,7,244,18522.37,2646.05,0,5027.2
C01706,North,High Activity,Low,7,11,426,12043.4,1720.49,0,5706.9
C01707,South,Power User,Low,10,81,669,5940.57,594.06,0,4420.76
C01708,North,Mid Activity,Low,6,131,618,9333.57,1555.59,1,6416.16
C01709,South,Low Activity,Low,4,199,285,5407.71,1351.93,0,1714.35
C01710,South,High Activity,High,7,6,360,13654.87,1950.7,1,5468.04
C01711,North,Mid Activity,High,5,316,363,5858.74,1171.75,1,2365.66
C01712,North,Mid Activity,Low,6,92,405,6619.13,1103.19,1,2981.93
C01713,South,Mid Activity,High,5,25,268,24000.25,960.01,0,1430.94
C01715,North,Power User,Low,10,129,709,16882.32,1688.23,0,13314.29
C01716,East,High Activity,Low,7,26,550,15593.4,2227.63,0,9539.91
C01717,North,Mid Activity,Low,6,179,578,4300.01,716.67,0,2764.64
C01718,South,Low Activity,High,3,30,285,2676.46,892.15,0,848.49
C01719,East,High Activity,Low,8,34,450,17935.91,2241.99,0,8977.94
C01720,North,Low Activity,High,3,160,682,3856.08,1285.36,0,2925.3
C01721,North,Mid Activity,Low,6,58,858,5854.49,975.75,0,5587.5
C01722,North,Mid Activity,Low,6,45,704,5259.84,876.64,0,4118.94
C01723,Central,Mid Activity,High,5,146,211,5141.67,1028.33,0,1206.77
C01724,North,Low Activity,High,3,73,572,1863.53,621.18,0,1185.7
C01726,North,Mid Activity,Low,6,20,839,47852.25,1595.08,0,8931.74
C01727,Central,Power User,Low,9,152,397,14921.95,1657.99,0,6589.54
C01728,East,Power User,Low,11,149,261,11712.74,1064.79,0,3400.46
C01729,East,Power User,Low,11,217,899,14034.4,1275.85,1,14034.35
C01730,South,Mid Activity,Low,6,29,380,18931.87,3155.31,0,8002.34
C01731,Central,Low Activity,High,3,16,626,2639.44,879.81,0,1837.91
C01732,South,High Activity,Low,8,25,607,13717.22,1714.65,1,9261.78
C01733,Central,High Activity,Low,8,6,217,17512.37,2189.05,0,4227.13
C01734,Central,Power User,Low,11,154,390,7673.89,697.63,0,3329.07
C01735,North,Low Activity,High,4,234,623,4486.2,1121.55,1,3108.9
C01736,East,High Activity,Low,8,294,506,12392.14,1549.02,1,6974.9
C01737,Central,High Activity,Low,7,18,406,19715.44,2816.49,0,8903.74
C01738,North,Low Activity,Low,3,32,227,4664.05,1554.68,0,1177.68
C01739,Central,Low Activity,Low,3,132,197,3029.58,1009.86,0,663.88
C01740,Central,Low Activity,Low,4,357,618,3444.98,861.25,1,2368.2
C01742,South,Low Activity,High,3,258,366,3793.3,1264.43,1,1544.32
C01743,South,Power User,High,10,21,524,11298.0,1129.8,0,6585.26
C01744,North,High Activity,Low,8,350,403,15744.95,1968.12,1,7058.09
C01745,Central,Power User,High,9,52,667,10557.05,1173.01,0,7832.68
C01746,Central,Low Activity,Low,4,224,408,1263.16,315.79,1,573.27
C01747,North,High Activity,Low,8,79,569,13090.87,1636.36,0,8285.55
C01748,Central,Low Activity,Low,4,62,768,2027.56,506.89,0,1732.11
C01749,South,Power User,High,11,20,367,29259.26,2659.93,1,11944.54
C01750,North,Mid Activity,Low,5,27,449,7263.67,1452.73,0,3627.79
C01751,Central,High Activity,Low,8,31,786,22824.48,2853.06,0,19955.55
C01752,North,Low Activity,Low,3,74,489,5000.48,1666.83,0,2719.96
C01753,North,Low Activity,Low,3,36,311,4515.41,1505.14,0,1562.06
C01754,North,Mid Activity,Low,6,116,730,10541.94,1756.99,1,8560.2
C01755,East,Power User,Low,11,316,251,12893.14,1172.1,1,3599.74
C01756,East,High Activity,Low,7,31,851,15001.98,2143.14,0,14200.98
C01757,East,Mid Activity,Low,5,23,366,5480.02,1096.0,0,2231.01
C01758,Central,Low Activity,Low,2,12,665,3224.19,1612.09,0,2384.96
C01759,North,Power User,Low,9,236,370,9073.68,1008.19,1,3734.45
C01760,Central,Mid Activity,Low,6,32,601,16381.22,2730.2,0,10951.17
C01761,Central,Low Activity,Low,4,349,299,3768.11,942.03,1,1253.25
C01762,East,Mid Activity,High,5,90,399,4737.27,947.45,0,2102.52
C01763,North,Low Activity,Low,4,113,232,6221.14,1555.29,0,1605.46
C01764,Central,Low Activity,Low,4,38,630,5324.0,1331.0,0,3730.95
C01765,North,Mid Activity,Low,5,16,591,2760.54,552.11,0,1814.78
C01766,Central,Mid Activity,Low,5,2,822,4719.28,943.86,0,4315.09
C01767,South,Mid Activity,Low,6,15,416,4835.22,805.87,0,2237.43
C01768,Central,Low Activity,Low,4,18,899,4349.37,1087.34,0,4349.36
C01769,Central,High Activity,Low,7,145,585,7825.81,1117.97,0,5092.42
C01770,Central,Mid Activity,High,5,161,787,5288.94,1057.79,0,4630.04
C01771,Central,High Activity,High,7,335,601,10933.63,1561.95,1,7309.37
C01772,South,High Activity,High,7,293,891,9267.41,1323.92,1,9184.97
C01773,East,Mid Activity,High,6,9,426,21083.57,3513.93,0,9990.66
C01774,East,High Activity,Low,8,13,251,23851.82,2981.48,0,6659.41
C01775,South,Mid Activity,High,6,145,364,8194.54,1365.76,1,3317.93
C01776,Central,High Activity,High,7,49,185,8971.19,1281.6,0,1846.13
C01778,Central,Power User,Low,9,201,723,9045.95,1005.11,1,7275.03
C01779,Central,Power User,Low,12,280,790,13554.06,1129.5,0,11910.63
C01780,East,High Activity,Low,7,352,566,8002.94,1143.28,1,5038.57
C01781,North,Low Activity,Low,4,75,878,4686.95,1171.74,0,4577.48
C01782,East,Mid Activity,Low,5,108,255,6953.98,1390.8,1,1972.49
C01783,Central,Power User,Low,9,181,356,11610.2,1290.02,1,4597.58
C01784,South,High Activity,Low,7,11,528,13603.63,1943.38,0,7989.69
C01786,East,High Activity,Low,7,244,881,8870.98,1267.28,0,8693.34
C01787,South,Mid Activity,Low,5,25,487,4609.89,921.98,0,2497.24
C01788,South,Mid Activity,Low,6,8,524,13213.49,2202.25,0,7701.75
C01789,North,Power User,Low,15,127,306,15608.95,1040.6,1,5312.96
C01790,Central,Mid Activity,Low,5,26,466,9639.07,1927.81,0,4996.44
C01791,North,High Activity,Low,7,43,775,5724.22,817.75,0,4934.7
C01792,South,Low Activity,Low,3,160,666,2886.63,962.21,0,2138.48
C01793,Central,Mid Activity,Low,6,157,562,6199.96,1033.33,1,3875.85
C01794,South,Mid Activity,High,6,82,585,6386.46,1064.41,0,4155.82
C01795,North,Mid Activity,High,5,196,567,7499.71,1499.94,0,4730.07
C01796,North,Low Activity,High,4,281,704,4494.73,1123.68,1,3519.78
C01797,South,High Activity,High,7,167,736,5619.19,802.74,1,4600.35
C01798,North,Mid Activity,Low,6,170,818,9775.65,1629.27,0,8894.84
C01799,North,High Activity,High,8,96,805,10232.73,1279.09,0,9162.78
C01800,North,Power User,Low,9,92,455,11935.41,1326.16,0,6040.74
C01801,East,High Activity,Low,7,16,679,19997.13,2856.73,0,15103.49
C01802,South,Mid Activity,High,6,26,896,9896.28,1649.38,0,9863.26
C01803,Central,Power User,High,9,52,516,10781.42,1197.94,0,6188.25
C01804,Central,Power User,Low,10,21,660,26862.34,2686.23,0,19720.93
C01805,Central,Low Activity,High,4,129,452,4031.68,1007.92,1,2027.05
C01806,South,Mid Activity,Low,6,190,237,7751.99,1292.0,1,2043.63
C01807,South,Low Activity,Low,3,39,507,4089.17,1363.06,0,2306.13
C01808,North,High Activity,Low,7,132,288,5334.09,762.01,0,1708.8
C01810,North,Mid Activity,Low,6,244,865,3087.4,514.57,0,2970.65
C01811,South,High Activity,High,8,51,507,10144.16,1268.02,1,5720.9
C01813,Central,Low Activity,Low,4,106,653,3969.38,992.35,0,2883.22
C01814,North,Mid Activity,Low,6,118,290,6853.16,1142.19,0,2210.69
C01815,North,Mid Activity,Low,6,27,878,15282.5,2547.08,0,14925.49
C01816,East,Mid Activity,Low,5,134,408,6398.81,1279.76,0,2904.02
C01817,Central,Mid Activity,High,6,314,676,27236.8,907.89,0,4096.11
C01818,South,Mid Activity,High,5,8,335,8289.46,1657.89,0,3088.95
C01819,South,Power User,Low,9,33,652,22698.78,2522.09,0,16462.32
C01820,Central,High Activity,Low,8,16,880,15918.29,1989.79,0,15581.89
C01821,North,High Activity,Low,7,37,451,13257.72,1893.96,0,6650.98
C01822,North,High Activity,Low,8,75,181,11018.09,1377.26,0,2218.32
C01823,South,Power User,High,11,121,690,11175.82,1015.98,1,8577.63
C01824,South,Mid Activity,High,5,204,465,8357.43,1671.49,1,4322.82
C01825,South,Power User,Low,10,228,192,15775.9,1577.59,0,3369.27
C01826,Central,Power User,Low,10,181,787,12025.44,1202.54,1,10527.24
C01827,North,Power User,Low,10,288,677,12184.83,1218.48,1,9175.87
C01828,East,Low Activity,Low,4,12,417,3784.75,946.19,0,1755.56
C01829,South,Low Activity,Low,4,97,273,4035.19,1008.8,0,1225.37
C01830,Central,Power User,Low,9,134,517,38672.15,859.38,0,4447.94
C01831,East,High Activity,Low,7,10,350,13636.89,1948.13,0,5309.14
C01832,South,Power User,High,10,16,785,26308.13,2630.81,0,22972.03
C01833,South,Low Activity,High,3,31,840,2168.93,722.98,0,2026.6
C01834,South,High Activity,Low,7,16,803,21158.56,3022.65,0,18899.13
C01835,East,Low Activity,Low,3,253,746,2816.21,938.74,1,2336.93
C01836,South,Power User,Low,10,2,646,21201.1,2120.11,1,15234.61
C01837,North,High Activity,Low,7,308,807,10095.23,1442.18,0,9062.15
C01838,Central,Low Activity,Low,2,52,322,3184.23,1592.12,0,1140.52
C01839,East,Low Activity,Low,4,321,380,6116.46,1529.12,1,2585.39
C01841,Central,Mid Activity,Low,5,177,893,7223.23,1444.65,0,7175.04
C01842,Central,High Activity,Low,7,12,543,16121.54,2303.08,0,9737.49
C01843,Central,Power User,Low,9,92,658,9523.78,1058.2,0,6970.7
C01844,South,Mid Activity,High,6,110,744,6985.01,1164.17,0,5780.71
C01845,East,Power User,Low,12,182,650,20266.06,1688.84,1,14652.89
C01846,North,Power User,Low,10,148,563,11406.48,1140.65,0,7143.34
C01847,North,Mid Activity,Low,6,18,871,11914.39,1985.73,0,11543.3
C01849,East,Low Activity,High,4,39,487,4520.01,1130.0,0,2448.54
C01850,South,Power User,High,13,78,828,12500.26,961.56,0,11513.05
C01851,Central,Mid Activity,Low,6,291,873,9239.73,1539.96,1,8972.54
C01852,East,Power User,Low,13,20,546,20788.43,1599.11,1,12625.68
C01853,East,Mid Activity,High,5,304,180,6605.73,1321.15,0,1322.62
C01854,East,Mid Activity,High,6,340,223,7611.89,1268.65,1,1888.16
C01855,East,Low Activity,Low,4,34,277,5178.89,1294.72,0,1595.72
C01856,Central,Low Activity,Low,4,14,899,1896.29,474.07,0,1896.28
C01857,South,Mid Activity,Low,6,14,444,13353.18,2225.53,0,6594.9
C01858,Central,Low Activity,Low,4,84,319,4728.61,1182.15,0,1677.89
C01859,East,Power User,Low,9,17,660,22256.25,2472.92,0,16339.43
C01860,South,High Activity,High,7,8,416,20103.61,2871.94,0,9302.66
C01861,South,Mid Activity,Low,5,42,251,6473.9,1294.78,0,1807.51
C01862,South,Low Activity,Low,3,48,846,3242.54,1080.85,0,3051.39
C01863,North,Power User,Low,9,38,369,19983.46,2220.38,0,8202.32
C01864,Central,High Activity,Low,8,83,447,9469.7,1183.71,0,4708.51
C01865,East,Low Activity,Low,4,7,500,5005.77,1251.44,0,2784.07
C01866,East,Low Activity,Low,4,33,286,4291.2,1072.8,0,1365.16
C01867,North,Power User,Low,9,320,411,13345.93,1482.88,0,6101.42
C01868,North,Mid Activity,Low,6,5,221,11800.79,1966.8,0,2900.98
C01869,North,High Activity,Low,7,38,881,13160.65,1880.09,1,12897.12
C01870,South,Power User,Low,10,12,318,25587.27,2558.73,0,9050.9
C01871,East,Mid Activity,Low,5,8,794,8821.75,1764.35,0,7791.4
C01872,North,Mid Activity,Low,6,33,862,8728.69,1454.78,0,8369.44
C01873,Central,High Activity,High,7,7,452,13480.21,1925.74,0,6777.58
C01874,East,High Activity,Low,8,11,660,19463.55,2432.94,0,14289.12
C01875,South,Low Activity,Low,4,38,595,5483.81,1370.95,0,3629.43
C01876,Central,Mid Activity,Low,5,359,685,6931.86,1386.37,1,5281.78
C01877,South,Mid Activity,High,5,35,603,6045.73,1209.15,0,4055.16
C01878,Central,Low Activity,Low,2,320,586,4026.0,402.6,0,524.86
C01879,Central,Mid Activity,Low,6,309,747,7664.13,1277.36,0,6368.33
C01880,South,Mid Activity,Low,5,165,569,6560.22,1312.04,1,4152.12
C01881,South,Low Activity,Low,2,28,521,3075.5,1537.75,0,1782.35
C01882,East,Low Activity,High,4,29,793,3898.84,974.71,0,3439.13
C01884,South,Low Activity,Low,1,43,371,1106.87,1106.87,0,456.78
C01885,North,Power User,High,10,92,678,10552.09,1055.21,0,7958.09
C01886,Central,Mid Activity,Low,6,353,891,5902.62,983.77,1,5850.09
C01887,North,Mid Activity,Low,5,192,412,7569.49,1513.9,1,3469.0
C01888,North,Low Activity,Low,1,131,406,871.2,871.2,0,393.45
C01889,South,High Activity,High,7,4,550,14998.63,2142.66,0,9176.02
C01890,East,High Activity,Low,7,61,318,6704.11,957.73,0,2371.42
C01891,North,Low Activity,Low,3,49,328,3560.26,1186.75,0,1298.96
C01893,East,Mid Activity,Low,6,6,629,14340.76,2390.13,1,10033.76
C01894,North,High Activity,High,8,16,242,15406.9,1925.86,0,4147.35
C01895,South,Mid Activity,High,6,229,283,8203.37,1367.23,0,2582.38
C01896,South,Mid Activity,High,6,232,847,6877.95,1146.32,0,6480.09
C01897,South,High Activity,Low,7,255,452,9508.27,1358.32,1,4780.56
C01899,Central,Mid Activity,Low,6,24,326,14831.46,2471.91,0,5378.26
C01900,South,Mid Activity,Low,5,30,363,6800.68,1360.14,0,2746.0
C01901,South,Low Activity,High,4,32,207,5035.49,1258.87,0,1159.45
C01902,North,High Activity,Low,8,32,729,14332.85,1791.61,0,11622.55
C01903,South,Mid Activity,High,5,2,298,5343.91,1068.78,0,1771.39
C01904,North,High Activity,Low,8,70,472,7746.69,968.34,0,4067.24
C01906,North,Mid Activity,Low,5,18,423,7170.54,1434.11,0,3373.91
C01907,East,Mid Activity,Low,5,33,759,6056.62,1211.32,0,5113.41
C01908,Central,Low Activity,High,4,2,397,4125.42,1031.36,1,1821.8
C01909,Central,Mid Activity,High,6,90,356,5778.41,963.07,0,2288.23
C01910,North,Mid Activity,Low,5,5,478,6183.71,1236.74,0,3287.88
C01911,Central,Power User,Low,11,292,855,19282.59,1752.96,1,18338.81
C01912,East,Power User,High,9,285,237,10816.01,1201.78,0,2851.39
C01913,East,Low Activity,Low,3,13,448,4681.73,1560.58,0,2333.06
C01914,Central,Low Activity,Low,4,25,487,5130.8,1282.7,0,2779.42
C01915,Central,High Activity,Low,8,86,749,10950.18,1368.77,0,9123.1
C01917,East,High Activity,Low,7,29,284,14508.44,2072.63,1,4583.3
C01918,South,Mid Activity,Low,5,49,407,4753.79,950.76,0,2152.17
C01920,Central,Mid Activity,Low,6,23,879,10922.69,1820.45,0,10679.7
C01921,South,Power User,High,10,11,673,23551.81,2355.18,0,17631.1
C01922,North,Mid Activity,Low,5,36,262,4522.19,904.44,1,1317.93
C01923,South,Low Activity,Low,2,191,365,13367.2,1336.72,1,1085.43
C01924,Central,Mid Activity,Low,5,24,431,6253.35,1250.67,0,2997.99
C01926,North,Low Activity,High,4,35,875,5267.25,1316.81,0,5126.62
C01928,Central,Power User,Low,11,18,788,52571.28,4779.21,1,46080.3
C01929,South,Power User,High,10,27,626,25976.52,2597.65,0,18088.2
C01930,North,High Activity,Low,7,108,639,8620.74,1231.53,1,6127.51
